district,province,agro_climatic_zone,season,farm_size_acres,variety,soil_type,irrigation_type,seasonal_rainfall_mm,avg_temperature_c,avg_relative_humidity_pct,fertilizer_kg_per_acre,previous_yield_kg_per_acre,pest_disease_level,planting_density_plants_per_acre,seed_rate_kg_per_acre,soil_ph,soil_organic_matter_pct,yield_kg_per_acre
Ampara,Eastern,Dry,Maha,1.1743432551747182,OPV_Local,Clay,Tank,1150.6716766992404,29.008179949961505,83.10172803445701,56.12601212081408,2688.1438979460554,None,7065,8.1645025257772,5.804669548411716,1.2586144625795224,3625.7427318746745
Monaragala,Uva,Dry,Maha,1.8671266467286682,Hybrid_A,Loam,Tank,1075.7501934759418,29.82997662662398,71.7942264972124,60.45948674176496,3086.8533731137163,Low,9342,8.46433173908351,6.9377965411449605,1.9578542945708697,4094.298077465275
Anuradhapura,North Central,Dry,Maha,1.8348380850178383,Hybrid_A,Loam,Tank,1336.0760087451697,27.524252998407018,69.64727036356831,107.53234808878483,2969.4933240659007,Medium,8527,8.777514418828051,6.938354439662842,0.8883880543464624,4300.0
Ampara,Eastern,Dry,Maha,1.3164876187442656,Hybrid_A,Loam,Tube well,1470.4191307421697,29.462604396200692,65.02709950856298,80.34168134901203,3306.516592353375,High,9869,8.602850407199977,6.7654338956004905,1.6049023446721713,4300.0
Badulla,Uva,Intermediate,Maha,2.244672270321864,Hybrid_B,Clay,Tube well,1565.6868837524107,28.22494666237802,64.00424290596705,112.84961213443327,1959.2506363265434,Low,9662,6.779249277659496,7.04054798959142,1.7054006677417946,4300.0
Monaragala,Uva,Dry,Yala,2.802135792424586,Hybrid_A,Loam,Tube well,939.2719512896996,29.247150315965996,68.13455892040251,60.25148736950783,3266.7277401992333,Medium,8045,6.472594650389349,5.955610182970562,2.324229875783725,3706.7124158636884
Badulla,Uva,Intermediate,Maha,2.474268973493213,OPV_Local,Sandy,Canal,923.5810510286577,28.43125186320779,85.14158144147225,69.90356207796084,3138.4581525212056,High,8971,8.210772187199089,6.769456993453995,3.238958309907738,3391.89652499178
Anuradhapura,North Central,Dry,Maha,3.000529346201678,Hybrid_A,Clay,Tube well,1412.3445971062733,30.445582543944493,79.28058606628832,54.49360323306746,2418.9285943979157,None,9193,8.522022282987415,7.299634996592942,0.5548488619498733,4300.0
Anuradhapura,North Central,Dry,Maha,2.4728982458914945,Hybrid_A,Clay,Canal,1025.3623955874418,27.53018654170286,81.74399682481067,129.41603682697183,2676.6605820845075,None,8224,7.058055814491685,5.906738460017413,1.4873889048311604,4300.0
Badulla,Uva,Intermediate,Maha,1.9958795121984296,Hybrid_A,Loam,Canal,1202.2531822448468,29.43104563899643,82.58556617584668,85.85900403667287,2915.5002233382475,Medium,8629,7.713314909450766,6.633957256994589,2.1962138603232155,4300.0
Anuradhapura,North Central,Dry,Yala,0.4137877144106452,Hybrid_B,Loam,Rainfed,1006.5860754418575,29.14333524650067,72.35028698533661,44.21817206807809,3336.9562349782777,Low,9083,8.865342648322459,5.921101691114647,2.445300827931039,3667.507823042074
Badulla,Uva,Intermediate,Maha,2.750322450156719,Hybrid_A,Loam,Tube well,1455.6314206210623,28.383487800269368,75.14661564455182,94.65919682143769,2030.9209344795286,Low,9190,9.42542448252722,6.35936879399447,1.394395764673133,4300.0
Anuradhapura,North Central,Dry,Maha,1.1802847208209484,Hybrid_B,Clay,Tube well,1213.1373446902917,30.63488038959157,75.68013869181193,78.51698210709819,3139.333373859775,Low,9588,7.64389891952745,5.70790302551764,2.0945206600778032,4300.0
Badulla,Uva,Intermediate,Maha,3.3450775800027,Hybrid_B,Loam,Rainfed,1593.4445633119728,27.58074494389127,75.79356177850647,62.31460807340856,2816.6390701908817,Medium,7743,7.005791828972177,5.377827355676595,1.8851929187512126,4300.0
Anuradhapura,North Central,Dry,Maha,0.3,Hybrid_B,Sandy,Tank,982.4577286709066,28.698598796741983,59.61452195175538,75.40070804907745,2321.8746965729338,Low,8725,8.100875935300014,5.916692812874643,2.523439023333128,3533.735383114843
Anuradhapura,North Central,Dry,Yala,1.1170176344956646,OPV_Local,Sandy,Canal,655.3060415560437,29.68941701390701,67.22850693641678,87.47770439784001,2765.593308716107,High,9383,7.41565065010086,5.886460841052622,3.075211185751006,2868.477233241724
Anuradhapura,North Central,Dry,Yala,2.767555445777934,Hybrid_A,Loam,Tank,1400.5693966748177,29.743046540561267,68.08639089533649,77.74287198103322,3285.8369949965995,Low,8056,7.749768279473798,6.512108523167006,2.2241145586005056,4300.0
Ampara,Eastern,Dry,Maha,1.8801098986998812,Hybrid_A,Sandy,Tank,1486.372707665325,29.899684259897175,80.44141421964946,58.68454617743231,2870.3092074894084,Medium,9514,10.14753344660455,6.9524149283827725,1.1165128878191974,4300.0
Anuradhapura,North Central,Dry,Maha,3.5017002325727575,OPV_Local,Loam,Tank,1022.9847844682158,28.07591821314692,81.83443608446908,51.08086468941933,2607.090418751266,Medium,8898,6.880271893197231,5.702997654236892,1.5978200100479054,3595.9880272647442
Monaragala,Uva,Dry,Maha,2.5397454160473485,Hybrid_B,Sandy,Canal,1611.7901487248603,30.556629037968833,74.77700535923852,43.00377771206061,2829.0979934660954,Medium,9495,8.373297463879544,6.164746521007083,2.2875520489655274,4300.0
Monaragala,Uva,Dry,Maha,2.724565503042894,Hybrid_A,Loam,Canal,816.1008757381653,29.646512839016154,69.79596976091044,62.07513208419586,2340.742519892458,Medium,8754,11.94567816434363,7.235399042012713,1.200906019901128,3235.5196389440152
Polonnaruwa,North Central,Dry,Maha,1.2233804790712752,Hybrid_B,Loam,Rainfed,1354.4264921260997,28.01916129705322,74.13582315172265,37.305732909428286,2329.0492730629753,Medium,9470,7.752669421445052,5.555547230588498,1.3941166803861282,3778.1851889262334
Monaragala,Uva,Dry,Maha,0.7007525159358552,Hybrid_B,Loam,Tank,941.0046501453941,28.037456052251315,69.1794349910676,84.46630700616649,2577.7010296185626,None,8950,9.728829859795749,6.669911856927637,1.0066040967082475,3819.4105712103083
Monaragala,Uva,Dry,Yala,1.4052910100846565,Hybrid_A,Loam,Tube well,452.1925397377922,27.96830989267452,75.15952560095597,113.79484316067177,2750.7825069428654,Medium,9981,7.3373493163337455,6.108562540565744,0.3,3011.1391711822776
Anuradhapura,North Central,Dry,Yala,1.0510565167889192,Hybrid_A,Sandy,Tube well,393.2584388824686,30.209452981548363,68.54021108679399,84.23150422790715,2255.6264188003506,None,10097,9.633761529007087,5.763811469550862,1.7730825653927027,2560.40682901541
Kurunegala,North Western,Intermediate,Maha,2.6470535774410684,Hybrid_A,Clay,Rainfed,1284.4314811859645,28.534126742090443,69.79280919387458,69.42818596119604,3243.051504761513,High,10069,8.690343598440236,6.355389192009559,2.8576240118327663,4171.372056292148
Badulla,Uva,Intermediate,Maha,2.987300797667338,Hybrid_A,Clay,Tank,1515.1884807159608,29.86738289053023,78.63427511720037,66.34378685125606,3189.509462564244,Low,9103,5.861845155810097,6.847152555007884,0.9641670157541815,4300.0
Anuradhapura,North Central,Dry,Maha,3.3573008342717197,OPV_Local,Sandy,Canal,1435.4716136770799,29.43298310462491,70.13069278636539,69.25865446749654,3292.6353124271773,Low,9758,5.645271553787159,6.537632173281266,0.3,4300.0
Anuradhapura,North Central,Dry,Maha,1.397446503497806,Hybrid_B,Clay,Canal,957.5970594511382,29.488594422185923,67.40579288784332,71.62188159506833,3223.086773425672,Low,8009,9.20393016521548,6.425418809894002,1.9331238166308036,3818.195829731828
Ampara,Eastern,Dry,Yala,1.6086951596489396,OPV_Local,Loam,Canal,1156.4557250425382,30.53696538237502,85.6674341128033,35.46947273608158,3054.8339685127853,Medium,9836,9.605683822752143,6.286279124403437,0.9457903815292371,3914.163711987908
Badulla,Uva,Intermediate,Maha,1.4423430951374883,Hybrid_B,Loam,Tank,1336.8836003193614,28.61164975871391,83.70120423135056,93.79240975166582,2463.2332083272527,Low,7770,8.123091712940047,6.556365396121794,1.7560533003822705,4085.7009782167493
Badulla,Uva,Intermediate,Maha,2.1427900952281043,Hybrid_A,Clay,Tank,1357.8274493881515,28.362486738015992,71.9503111494326,35.95207272841104,3064.941808381061,Low,7426,7.651999336060343,7.026257181321988,2.0189222637516404,4300.0
Badulla,Uva,Intermediate,Yala,2.493498952274842,Hybrid_A,Sandy,Canal,1196.8306164127496,27.160459450115273,75.44586621356899,102.74111978495155,2449.6294459629767,None,9171,9.485439291672797,6.303635834987625,1.8342812479912445,4254.21272953395
Vavuniya,Northern,Dry,Yala,3.32868917794847,Hybrid_A,Loam,Tank,685.3953944214069,29.758572111303316,65.093330119995,58.76065422764165,2576.675923516872,Low,8956,7.535154503586985,7.29227558571156,1.9171725019173513,3176.413383704885
Anuradhapura,North Central,Dry,Maha,1.891588311650362,Hybrid_A,Sandy,Tank,983.4251902124205,30.122413405051457,76.52298983718703,68.37086739429652,2799.2955211797625,None,10996,8.85705278862134,5.398656728969063,2.4390786792188446,3892.1077661093623
Badulla,Uva,Intermediate,Yala,1.9943406579594767,Hybrid_A,Loam,Canal,1330.1561491854995,29.657478856204555,77.26880242397478,89.26753325728947,3194.134461386498,Low,8942,10.653899253269174,6.8704945112734075,1.4902283920035084,4300.0
Badulla,Uva,Intermediate,Maha,2.717160457851952,Hybrid_A,Loam,Canal,1251.7200630614823,26.61202147395377,82.22253814936892,61.680298318324475,3900.622953590575,Low,9027,9.280855886577612,6.117253706704507,2.7852202959822074,4300.0
Anuradhapura,North Central,Dry,Maha,2.870585572797231,Hybrid_A,Loam,Tank,1040.9655400918127,29.793672080981512,59.59591362075951,74.94971533446241,2381.878309451825,Low,8483,6.7757879032312145,6.003153296577059,1.7855091796578746,3806.364632419483
Badulla,Uva,Intermediate,Maha,2.740303832963273,Hybrid_A,Clay,Tank,1099.0947048531543,29.122612498615755,90.28628139579791,32.2906537988298,2371.8423047391498,Low,7896,8.190326128499482,6.965130552950889,2.269369330592331,3552.4337500045785
Anuradhapura,North Central,Dry,Maha,1.9124837193933861,Hybrid_B,Clay,Tank,1058.962145921316,30.689564335089283,74.43463927773712,82.24824794451267,2611.9752406084162,Low,9645,9.857196202822687,5.667853880124918,0.9926676859383629,3939.753571395806
Badulla,Uva,Intermediate,Yala,1.736227320008169,Hybrid_A,Clay,Canal,948.4433200749633,29.002032172130246,66.62807016109912,74.56955480509569,2216.48751740866,Medium,7879,9.584585577125864,5.9050338235521584,1.1005026967610179,3355.4331962682195
Ampara,Eastern,Dry,Maha,2.3488668123922993,Hybrid_A,Clay,Tank,825.8290646659482,28.87204070456139,70.24774040019385,98.19074099639862,2549.462711422484,Low,8729,8.018009179245917,5.957811933937372,1.1787891282623941,3581.064854488017
Anuradhapura,North Central,Dry,Maha,1.8749304939621705,Hybrid_A,Clay,Tube well,1018.1363299788788,27.772491521894736,78.08528193334112,55.10289753365443,2848.092355211249,Low,8236,7.430248109816215,5.545575223146328,2.1374159585920594,3421.2797501016503
Badulla,Uva,Intermediate,Maha,3.857759233287503,OPV_Local,Clay,Rainfed,1239.8703763346407,28.29316452862288,78.81761780717932,103.29955158962542,2175.094415287896,Low,8595,9.511337643866753,6.7660902438379305,1.870034275244956,4061.2767815552133
Puttalam,North Western,Dry,Maha,2.121804411895262,Hybrid_A,Clay,Canal,926.7957609242368,33.02008359185326,70.15952274301247,86.04337791030338,3561.664016758837,None,7591,9.172292018467013,6.410423215661324,3.1563121262171006,4003.762539305756
Badulla,Uva,Intermediate,Maha,1.154548838177094,Hybrid_A,Loam,Rainfed,1214.1963148465961,28.28586987122022,80.02420550838676,57.30019749084694,2076.2266896286656,Medium,8754,8.414645582089733,6.109241400505185,2.795845836246075,3759.9539486013214
Ampara,Eastern,Dry,Maha,2.0280774466566216,Hybrid_A,Loam,Canal,1245.3946626823831,27.896110457236098,68.89233985207424,79.84817664768772,2480.638425355616,None,8438,8.689909172386935,5.959033533689529,2.0943279258988903,4300.0
Ampara,Eastern,Dry,Maha,1.271615751430256,Hybrid_A,Clay,Canal,1040.1220377424997,29.008219965548644,75.38682033859506,119.61343847928805,2863.6025381617183,Low,8510,8.707538729940792,5.8092136261965805,1.7685509146666494,4300.0
Anuradhapura,North Central,Dry,Yala,2.5288904980657474,OPV_Local,Sandy,Rainfed,744.0640823085297,31.794385885836977,62.34370872923975,77.31494254835722,1954.9469744773246,Medium,7258,9.529121665925327,6.088900252358764,2.7714199044148606,2415.497214596978
Anuradhapura,North Central,Dry,Maha,0.38511136722452743,Hybrid_B,Loam,Rainfed,834.529325129663,29.692065954559933,68.16454657282122,84.47539584176732,3523.888553207008,Medium,7915,7.5154322842655725,5.868804169155125,1.722018751951024,3708.590921387637
Anuradhapura,North Central,Dry,Yala,1.9205024088327973,Hybrid_B,Clay,Tank,887.0828866277348,29.54909849018152,73.51307269886269,68.72831149859701,2535.6118405604207,High,7717,8.656504863415584,6.1753149000538405,2.2675727436081496,3178.3182525430525
Ampara,Eastern,Dry,Maha,0.3,Hybrid_B,Loam,Tank,1419.1750529643696,29.74100439685154,69.85573856610284,37.623999887313985,2508.214355806801,Medium,8652,8.71440985891068,7.050518824876482,1.9513899394504972,4228.558017411984
Hambantota,Southern,Dry,Maha,2.2326081026995825,OPV_Local,Loam,Tank,1076.470460910118,30.251745531041305,67.5224274977939,58.85530353031266,2909.6624753588103,None,7831,8.625015206045243,6.1544450963939035,2.253700360952415,4012.8572988432356
Ampara,Eastern,Dry,Maha,1.7367711557120922,Hybrid_A,Sandy,Canal,1388.0036545876656,29.356040201069742,64.52543719330033,66.77171169052885,2134.071612239289,Low,8514,8.108269758896553,7.217585046058538,3.0265573486421635,4218.927152111579
Anuradhapura,North Central,Dry,Maha,3.050788609897153,Hybrid_B,Clay,Tank,1306.704688056308,27.47976399643207,76.34908645432355,63.081532462762155,3055.016714826641,Low,9689,7.53824380385678,5.8869223831901785,2.9264004949077194,4300.0
Ampara,Eastern,Dry,Maha,3.2799538303484006,Hybrid_B,Loam,Canal,1113.956037366055,30.403667411947833,73.2673072278264,73.19537142317556,2285.879145549873,Low,8597,6.525758278660724,6.338133791694625,2.8240299329460954,3946.1049698675583
Ampara,Eastern,Dry,Maha,2.0066357309480014,Hybrid_A,Loam,Tank,897.9277745951883,30.48240270175557,63.7897964962704,35.723800369530466,3139.8302814348053,Low,8987,8.549307828683544,6.493177262813381,3.3070599989600495,3676.973272537968
Badulla,Uva,Intermediate,Maha,0.3,Hybrid_B,Sandy,Tube well,1044.3863640630595,26.99843369829209,81.50395072165801,109.02778930497851,2511.8559309471443,None,9680,10.960947581878967,7.1041423030863955,1.6172886204400552,4041.881221626342
Ampara,Eastern,Dry,Maha,2.2224363459346193,Hybrid_B,Loam,Rainfed,1036.9618835849262,29.88176987436606,66.23281791057788,81.57849559650627,2777.9547952628454,Low,9385,9.540202410894844,7.004609489331664,2.322290442609422,3853.5117440078825
Badulla,Uva,Intermediate,Maha,0.7721613750391718,Hybrid_A,Clay,Tank,1675.7849413780177,28.374198857618058,70.38687510089206,67.24255100449086,3293.6051564315176,Low,8397,7.60406466648809,6.560545955652767,2.3607052682283927,4300.0
Anuradhapura,North Central,Dry,Maha,1.3304383438619398,Hybrid_A,Loam,Tank,1223.9231190976484,30.899242007499105,69.96137173595037,140.90442573468215,3416.2231415368215,Medium,9045,8.300034825680143,6.150106051506068,3.0628890085786376,4300.0
Monaragala,Uva,Dry,Maha,1.0288777702254097,Hybrid_A,Loam,Tube well,766.823899412732,27.144293324736612,68.44401957292695,62.0195427912459,3050.543918880454,Medium,8682,9.670385951362727,6.672282173204809,2.2592610425902935,3519.080655505151
Badulla,Uva,Intermediate,Maha,0.5826401637286633,Hybrid_A,Loam,Tank,1134.4103270283128,30.19519558798205,79.02264292600492,57.362047162934694,2848.397468191471,Low,8281,10.383773743157825,5.954037844071237,1.5340454808301334,3901.574545221429
Monaragala,Uva,Dry,Maha,0.3,Hybrid_A,Sandy,Rainfed,940.433846105841,28.58192572231583,83.09823646245695,82.00599126432404,2820.7615568874235,High,6000,6.400903653973324,6.727504614372479,2.447429954824437,3326.400112727487
Trincomalee,Eastern,Dry,Maha,1.9262943002464843,Hybrid_A,Clay,Tube well,1343.3441359108685,28.348460344009577,65.83376420958741,52.4854869111749,2780.461567934111,Low,9120,9.367295005507305,6.837139848757327,2.1537140261865004,4300.0
Badulla,Uva,Intermediate,Yala,1.735472910736418,Hybrid_B,Clay,Canal,1063.350691494981,29.38634812044164,77.45861816211311,62.24127853854708,2450.4365925929533,Medium,9180,7.936648165200941,6.549307519982271,2.024406618009528,3483.2206601678595
Monaragala,Uva,Dry,Maha,0.5741949838111631,Hybrid_B,Loam,Rainfed,1015.4595705152943,28.798500943016343,78.14606056377771,79.37985092865438,2753.016482694691,Medium,7708,7.43546142572755,6.478882109001158,2.0563011032967546,3691.9510762798586
Anuradhapura,North Central,Dry,Maha,2.558473001905,Hybrid_B,Clay,Tank,849.5098374069831,32.45652528390476,76.33456960535052,68.73859016574278,2714.0960195639377,None,9509,8.047515515244022,6.233357683895022,2.916811792348602,3492.569348260258
Badulla,Uva,Intermediate,Maha,2.029277281080125,Hybrid_B,Sandy,Tank,1241.3060671679536,27.0594632111767,77.90731776867544,81.48374316902535,3711.309691845887,Low,8393,6.068555943691768,6.292910507721534,2.1453693653063075,4300.0
Ampara,Eastern,Dry,Yala,1.8214432798801639,Hybrid_A,Loam,Tube well,1020.4582844313551,27.34124662332362,67.225724249244,62.48624471962669,2337.8457611931635,Medium,8805,8.121882372664857,6.19518970468946,2.518663357825082,3546.998305104636
Ampara,Eastern,Dry,Maha,0.8704755924753185,Hybrid_B,Sandy,Tank,1415.8118587597949,31.321378389039108,62.28748265609297,70.69917804202262,2529.067414000068,Medium,8565,7.602234114421299,5.9763606029755865,2.5308212676725743,4181.092680384932
Anuradhapura,North Central,Dry,Maha,1.6594180506205645,Hybrid_A,Clay,Rainfed,1115.0415982013083,31.308800103423724,67.61544003460716,13.914323266062809,2489.516819905152,High,7711,9.564815910948822,6.320921816878893,2.4792157588346027,3222.409152323228
Ampara,Eastern,Dry,Maha,1.9082422397342909,OPV_Local,Sandy,Rainfed,1083.7344063035464,29.046636801000066,80.69906335467066,49.29663563660401,2456.3434741933906,Medium,8551,7.237032436833513,6.133917347330933,2.6952463345731483,3394.2006740337492
Ampara,Eastern,Dry,Maha,1.6202848799386327,Hybrid_A,Sandy,Rainfed,1143.4055533371063,30.131538960369316,68.53018153796732,12.596529582427614,2409.688263590803,Medium,6857,7.673401230694618,5.631649954188647,2.5160760928525243,3177.221545914915
Ampara,Eastern,Dry,Yala,2.416902684505558,Hybrid_B,Loam,Tank,992.4744405313239,30.46511888944292,83.97925761522211,87.47530701634814,2263.2858950012323,None,9387,6.846021416843135,6.371665471523034,1.5477398401538864,3715.4408215196718
Monaragala,Uva,Dry,Maha,2.302460018234746,Hybrid_A,Loam,Canal,1187.162121147064,29.041225190365584,64.64900896191699,69.90934273349859,3519.053385782977,Low,9001,9.72451166995875,6.957725899172286,2.291678881263609,4300.0
Anuradhapura,North Central,Dry,Maha,0.9616550933258118,Hybrid_A,Sandy,Canal,981.7960469566069,29.98481906813969,68.78731108240397,49.856585416758584,2487.605676698181,None,8554,5.881239253457701,6.06422844430246,2.5669272481738403,3582.1769053822354
Monaragala,Uva,Dry,Maha,2.806989620010201,Hybrid_A,Loam,Canal,971.2175072659558,28.82502135453035,81.472095934368,62.07844718968724,2305.310225543438,Medium,8613,9.9842957682144,5.992807970421954,1.599784098158414,3407.3329623468935
Ampara,Eastern,Dry,Maha,2.8085746122893864,Hybrid_A,Sandy,Tank,1115.1444391172683,30.10707712935887,70.05127823469599,54.77728637032694,3161.796961533164,None,9291,8.84746995948416,5.434408466448464,2.744673548928339,4120.605513188503
Anuradhapura,North Central,Dry,Maha,0.3,OPV_Local,Clay,Tank,920.1452037996119,27.58115452350019,72.63719619270596,44.6832609250778,3126.572317426871,Low,7302,9.814219444117734,6.776476703474279,1.1536349962680919,3467.7753927581543
Ampara,Eastern,Dry,Maha,1.0883410537146279,Hybrid_B,Clay,Tank,1125.2196152694264,31.326714788683468,76.1456245944301,92.22248005754916,3033.515991738121,Medium,8868,8.42358791177664,5.8550932440624015,1.3639297100418029,4027.235900234972
Badulla,Uva,Intermediate,Maha,2.601096805317042,OPV_Local,Loam,Tank,1550.3967145144313,28.298178278793237,74.73283357625799,90.82691353907137,2962.7122062941826,Medium,9356,10.188688643348407,6.719249207560611,3.0019897374428073,4300.0
Monaragala,Uva,Dry,Maha,1.4901427218329903,Hybrid_B,Sandy,Canal,1245.7133322136588,27.95196185689935,68.10225304878743,76.28643978195434,2827.008303927239,Low,9977,8.832263258060221,5.8290768781442255,1.5182706479916406,4297.103947593248
Monaragala,Uva,Dry,Maha,1.6940893128524073,OPV_Local,Loam,Tank,1201.4051798031596,29.505777940614227,72.15488747173649,55.61669559832097,3112.7267651518523,Low,7671,8.242977207149142,6.915758202112027,1.3650278717688242,3989.9419311678357
Ampara,Eastern,Dry,Yala,0.3,Hybrid_A,Loam,Canal,620.7546784156809,30.769809303606827,62.82862596028295,44.986359479160754,2805.896344095219,Low,9652,10.118806973358424,6.8462904334660735,2.9865854400484055,3051.9856274926824
Ampara,Eastern,Dry,Maha,2.4819326495853957,Hybrid_A,Clay,Rainfed,1406.2337645059447,29.910365386151735,72.87681270514477,85.96147225197412,2960.5834619886587,Medium,9596,8.354870036149512,6.809162641374206,2.500331525833383,4300.0
Monaragala,Uva,Dry,Maha,1.1872137545065675,Hybrid_A,Loam,Rainfed,1103.2322926796066,31.347379891151892,83.8242015973584,66.59371048927251,3326.475442743203,Low,7845,8.976626834435104,6.186974657617711,2.3875401312578632,4232.552446932432
Anuradhapura,North Central,Dry,Yala,4.3120883026196,OPV_Local,Loam,Rainfed,869.8295026965606,31.487027533924397,79.87234759999319,29.08230020974814,3447.048831330218,Medium,9766,8.625560510650608,6.565993070233373,2.2449536498710634,3429.7481377389613
Monaragala,Uva,Dry,Maha,1.5075772925178421,Hybrid_A,Loam,Rainfed,601.871899401844,27.710871628576893,75.61770302959036,69.77879105197889,3299.3977894128657,Medium,8865,7.685352878498279,6.539086505851618,2.610928441482522,3319.9865143774946
Ampara,Eastern,Dry,Maha,1.828203080890071,Hybrid_A,Clay,Rainfed,1100.5888091568288,29.655507871632384,84.48270328060521,59.68240313700366,2584.652534851911,High,10102,8.989159929824243,6.745400069529655,1.1788246418928734,3546.8417596072377
Ampara,Eastern,Dry,Maha,2.6698569592995924,Hybrid_A,Loam,Canal,1128.3203555603525,30.04084527432266,80.94753445901256,61.29928471524143,2906.4042582884003,Medium,8452,7.379696201199864,6.222408488972202,1.112539511125867,4031.6352731297384
Monaragala,Uva,Dry,Maha,1.586248250476992,Hybrid_A,Loam,Canal,1254.7043764948826,28.532684871625154,70.76610137847314,78.9612631710358,3194.196764982417,Medium,8455,7.844499254171974,6.842128167379996,2.3288804924700357,4300.0
Badulla,Uva,Intermediate,Maha,3.0220629058121293,Hybrid_B,Loam,Canal,1145.637124557528,27.56823148891587,72.97394140953968,74.00781184695903,2851.330800932709,Low,9468,8.631606406757095,6.420820171461863,1.4982839381239303,4105.498211814126
Badulla,Uva,Intermediate,Maha,1.7850224048964676,Hybrid_A,Clay,Canal,881.5326499145223,27.259527293111034,77.98436261396508,71.43770795785312,3044.2716352404523,Low,8956,8.129304110202273,5.988254633941583,1.6155421485165773,3730.4553873966793
Trincomalee,Eastern,Dry,Maha,2.715492073646641,Hybrid_B,Loam,Tube well,951.7514569477536,30.70839574745532,76.4143844429367,50.48414757333914,2863.616121233765,None,9132,7.329112918665521,5.788613067674192,2.231673331782685,3626.014898007678
Anuradhapura,North Central,Dry,Yala,0.9273392257648312,Hybrid_B,Sandy,Canal,606.9827290671092,29.330302825528843,65.28063647044588,76.76802959278092,2490.855924328921,Medium,8971,8.309587890032434,6.686808567487135,2.128437146276798,2764.9852614484457
Anuradhapura,North Central,Dry,Yala,0.6000336181564223,Hybrid_A,Sandy,Rainfed,1085.4104059031345,28.336619160028363,75.13648662985918,55.33473827277656,2882.6092795366762,Medium,7901,8.40821395328822,5.7796612748590634,1.787978586761331,3437.212035477079
Badulla,Uva,Intermediate,Maha,2.4045068242001912,OPV_Local,Sandy,Tank,1335.520026279452,26.936419903550316,81.88827425886761,76.66008831789985,2972.334054533631,Low,9150,7.750456700164451,6.365868563430385,0.6000606665732711,4274.827309074218
Ampara,Eastern,Dry,Yala,1.6669238675603169,Hybrid_A,Loam,Rainfed,925.134982213441,30.442298368029537,72.52298999176611,66.66348171229251,2627.5606093739852,Medium,8341,8.657192779888478,5.579891352996785,1.6472184737521864,3432.500460820934
Ampara,Eastern,Dry,Maha,2.378104840804564,Hybrid_B,Clay,Tank,1171.167696783577,29.05086155964642,67.79744990635736,68.83184080066626,3245.5229246393824,Low,8899,8.531237259492306,6.590425144104555,2.2369243982842626,4275.422789996754
Ampara,Eastern,Dry,Maha,1.8600236852163492,Hybrid_B,Loam,Rainfed,1267.1952523647042,28.71617661589957,76.443203445915,72.53568161441783,2932.5701637595216,High,8184,7.737732545669579,5.575367086010576,1.5799225906449628,3992.527240040544
Monaragala,Uva,Dry,Maha,2.5576845681281384,OPV_Local,Sandy,Canal,1160.5688590668744,29.56627225973655,78.5746216537117,85.25228869574828,2137.574346118734,Medium,8644,6.516259503338592,5.579668456104744,1.543787363205824,3640.2308854461444
Hambantota,Southern,Dry,Maha,1.4970313252606895,Hybrid_B,Loam,Canal,950.5236985509373,28.902841174589017,75.60210483551295,62.31876238456714,2831.613183751997,None,9049,6.930157101696665,6.61500492873704,1.2436700000167402,3619.1910496277937
Ampara,Eastern,Dry,Maha,0.37964879025972365,OPV_Local,Clay,Tube well,1243.2195251170458,29.907463557484906,73.44600245885448,75.42688295699,2638.156555854733,Low,9414,8.030783233043177,5.668813206475735,1.8459447348579692,4137.9154250969195
Badulla,Uva,Intermediate,Maha,2.3674367331394524,Hybrid_A,Clay,Tank,1129.2115961555944,27.23222446423325,71.7666889116312,19.53467138307993,2516.3064244588295,Low,8821,9.193792929957473,6.140954953707898,1.5051608760482287,3690.2874078806717
Monaragala,Uva,Dry,Maha,0.44314116216166166,Hybrid_B,Clay,Tank,1475.5069078729557,30.45915438258882,77.98221222573682,68.03519099095087,3029.0633791826535,Medium,6558,8.01897660354115,6.8264063921431095,0.9228667913627767,4300.0
Trincomalee,Eastern,Dry,Maha,2.203678834229289,Hybrid_B,Clay,Rainfed,1184.8506827207573,29.862366992334106,70.5955414731233,51.76083753361527,2926.3833637088333,None,9105,8.819029714596372,6.451522992698008,2.13810179054257,4028.505493146406
Badulla,Uva,Intermediate,Yala,1.416380093850264,Hybrid_B,Loam,Rainfed,698.0373335960244,28.224575445788673,76.78042938023381,70.70127422661052,2684.893006751297,None,9477,9.46961200773348,5.904430435274868,3.135736749284395,3123.6677555641713
Ampara,Eastern,Dry,Yala,2.458201453223785,Hybrid_A,Clay,Canal,1070.9525176405314,29.20798469616604,72.49450668705478,57.60314612702625,3060.3803473579246,Low,9330,8.123670931816138,6.996929166450038,2.6516605632336967,4101.488152063849
Ampara,Eastern,Dry,Maha,1.7133166409924994,OPV_Local,Clay,Rainfed,1672.8166476488375,29.511811102355953,80.59103194579552,92.76488745980203,2724.743479765699,None,8849,9.075061457900485,6.966029456015107,1.7795961253302013,4300.0
Badulla,Uva,Intermediate,Maha,2.785670180106218,Hybrid_B,Clay,Tank,1561.156150124527,27.58920108030552,72.59155867009147,95.05486380558955,3096.4209256893996,Low,7853,11.265735604917362,6.156760614302889,2.448834535636525,4300.0
Badulla,Uva,Intermediate,Yala,2.721879709211028,OPV_Local,Loam,Rainfed,788.7321493600938,29.653552075909502,78.36691340271337,63.89152826663834,2519.7164756349357,Low,8954,9.388760167879612,6.177388289681076,1.9893085497459995,3360.4235935173124
