district,farm_size_acres,variety,soil_type,irrigation_type,seasonal_rainfall_mm,fertilizer_kg_per_acre,previous_yield_kg_per_acre,pest_disease_level,yield_kg_per_acre
Anuradhapura,2.206,Hybrid_A,Clay,Canal,872.2,131,0,2,1824.7
Anuradhapura,0.436,OPV_Local,Loam,Tube well,823.5,194.5,0,1,1011.3
Anuradhapura,1.597,OPV_Local,Clay,Tube well,519.9,138.6,1322.6,3,627.8
Anuradhapura,1.922,Hybrid_A,Loam,Rainfed,399.5,200.6,2465.8,1,1585.1
Anuradhapura,1.907,OPV_Local,Clay,Rainfed,406.5,114.7,1297.7,3,470.9
Anuradhapura,4.027,OPV_Local,Loam,Rainfed,1009.5,100.9,615,1,885.7
Anuradhapura,9.58,Hybrid_B,Sandy,Tank,375.5,212.1,1668.6,2,1301.4
Anuradhapura,1.055,Hybrid_B,Loam,Tank,923.8,102.2,1805.8,3,1207.7
Anuradhapura,0.618,OPV_Local,Loam,Tank,831.1,132.9,590.7,2,1095.9
Anuradhapura,0.505,Hybrid_A,Sandy,Rainfed,925.7,51.8,2220.4,2,1261.1
Anuradhapura,0.947,OPV_Local,Clay,Tank,443.2,111,1511.4,2,809
Anuradhapura,1.768,Hybrid_B,Loam,Tank,888.6,175.5,1723.9,0,2285.6
Anuradhapura,1.355,OPV_Local,Loam,Tank,825.1,152.3,0,2,1169.3
Anuradhapura,1.378,Hybrid_B,Sandy,Tank,412.1,55.8,1677.3,1,976.4
Anuradhapura,2.24,Hybrid_B,Sandy,Tube well,877.9,136.3,1659.3,3,1078.7
Anuradhapura,2.928,OPV_Local,Loam,Rainfed,873.5,47.8,875.5,2,754
Anuradhapura,1.028,Hybrid_A,Clay,Rainfed,414,158.2,1695.4,2,1108.9
Anuradhapura,3.326,OPV_Local,Sandy,Tank,742.8,114.3,937.1,2,859
Anuradhapura,1.003,Hybrid_A,Clay,Canal,858.6,216.8,1907.5,2,1790.4
Anuradhapura,0.669,Hybrid_B,Loam,Tank,946.3,116.5,2019.4,1,1982.7
Anuradhapura,0.726,OPV_Local,Loam,Canal,279.6,54.5,1305.9,2,688.5
Anuradhapura,0.848,Hybrid_A,Loam,Rainfed,852.8,106.3,2372,1,1800.2
Anuradhapura,1.723,Hybrid_B,Sandy,Rainfed,399.4,95,1569.5,2,855.8
Anuradhapura,7.364,OPV_Local,Loam,Canal,868.2,144,921.9,2,1136.8
Anuradhapura,0.448,OPV_Local,Loam,Tube well,867.3,84.4,1427.9,3,744.2
Anuradhapura,0.526,Hybrid_B,Loam,Canal,1022,131.7,0,2,1572.7
Anuradhapura,1.968,OPV_Local,Sandy,Rainfed,285.9,145.4,1022.8,1,446
Anuradhapura,0.582,OPV_Local,Loam,Rainfed,394.8,120.6,719.5,1,812.5
Anuradhapura,1.367,OPV_Local,Sandy,Rainfed,1037.7,53.2,1023,2,644.7
Anuradhapura,1.323,Hybrid_A,Sandy,Tank,748.1,126.7,1808.1,2,1487.4
Anuradhapura,3.974,OPV_Local,Loam,Tube well,865.1,96.9,930.5,2,883.4
Anuradhapura,1.227,Hybrid_A,Clay,Rainfed,961.4,164.8,1651.3,3,1181.9
Anuradhapura,3.595,Hybrid_B,Loam,Rainfed,708,217.6,1376.2,0,1798.4
Anuradhapura,2.5,OPV_Local,Loam,Rainfed,353.3,122.1,778.2,2,700
Anuradhapura,1.52,Hybrid_B,Loam,Rainfed,560.7,116,1408,3,998.7
Anuradhapura,1.988,Hybrid_B,Clay,Tank,665.5,158.8,1533.9,2,1550.5
Anuradhapura,0.872,OPV_Local,Sandy,Rainfed,855.2,154.8,0,1,788.9
Anuradhapura,4.069,Hybrid_A,Clay,Rainfed,997.4,145.5,1659,1,1858.1
Anuradhapura,4.609,Hybrid_B,Sandy,Tank,1015.1,147.2,1777.3,2,1322.8
Anuradhapura,1.53,Hybrid_A,Sandy,Tank,978.4,65.1,1995.7,1,1524.9
Anuradhapura,1.128,OPV_Local,Loam,Rainfed,895.2,93.5,1091.9,2,929.8
Anuradhapura,1.867,OPV_Local,Loam,Tank,760.5,43.6,0,3,528.7
Anuradhapura,7.211,Hybrid_B,Loam,Tank,786.7,159.1,0,2,1915.3
Anuradhapura,2.041,Hybrid_A,Loam,Canal,395.3,215.6,1965.2,3,1430
Anuradhapura,0.282,Hybrid_A,Loam,Tank,801.1,141.1,1866.2,1,2110.5
Anuradhapura,3.98,Hybrid_A,Loam,Canal,462.7,59.4,2043.2,1,1956
Anuradhapura,1.051,OPV_Local,Loam,Tank,422.3,191.9,1153,1,1103.9
Anuradhapura,1.671,OPV_Local,Loam,Tank,822.1,106.5,1229.3,3,878.9
Anuradhapura,8.062,OPV_Local,Loam,Tank,981.2,96.1,1521.7,2,1153.1
Anuradhapura,2.927,Hybrid_A,Clay,Tube well,810.9,67.1,1846.4,3,1104.8
Anuradhapura,1.789,OPV_Local,Clay,Rainfed,425.5,156.4,869.5,1,689.1
Anuradhapura,1.584,Hybrid_B,Loam,Tank,489.8,79,1169.2,1,1574.5
Anuradhapura,1.741,Hybrid_A,Loam,Tank,831.2,132.3,1584.1,2,2006.2
Anuradhapura,4.957,Hybrid_A,Sandy,Rainfed,743.4,205.5,2156.7,0,1805.7
Anuradhapura,1.169,Hybrid_B,Loam,Tank,861.9,132.8,1307.7,2,1536.6
Anuradhapura,0.336,Hybrid_B,Clay,Rainfed,320.2,129,1564.7,2,784.5
Anuradhapura,2.34,OPV_Local,Loam,Tank,448.2,81.5,1121.6,2,939.6
Anuradhapura,1.838,Hybrid_A,Loam,Tank,750.1,62.7,1645.3,1,1841.1
Anuradhapura,1.594,Hybrid_A,Loam,Tank,751.1,156.5,2253.4,2,1901.3
Anuradhapura,0.48,Hybrid_A,Clay,Rainfed,334.8,121.2,2025,2,918.3
Anuradhapura,1.3,Hybrid_B,Clay,Tank,919.1,123.3,1451.4,2,1277.9
Anuradhapura,1.861,OPV_Local,Clay,Rainfed,855.9,200,0,3,593.3
Anuradhapura,1.88,OPV_Local,Sandy,Tank,898.1,102.4,0,2,797.2
Anuradhapura,1.468,Hybrid_B,Loam,Tank,857.1,109.2,1755.5,2,1787.1
Anuradhapura,1.991,OPV_Local,Clay,Tank,540.8,70.4,645.4,1,923.2
Anuradhapura,0.456,OPV_Local,Sandy,Tank,760.8,160.1,701.1,0,951.8
Anuradhapura,0.817,Hybrid_B,Loam,Tank,420.1,79.5,0,1,1357.2
Anuradhapura,4.392,OPV_Local,Sandy,Rainfed,794.3,113.7,581.4,2,760.4
Anuradhapura,1.188,Hybrid_B,Sandy,Tank,333.3,178,1387.9,2,966.4
Anuradhapura,1.292,OPV_Local,Loam,Rainfed,343.7,149,1004.5,2,534.9
Anuradhapura,1.624,Hybrid_B,Loam,Rainfed,891,173,1878,1,1840.8
Anuradhapura,4.466,OPV_Local,Loam,Tube well,390.7,144.3,928.9,1,946.6
Anuradhapura,0.331,OPV_Local,Loam,Rainfed,314.3,131.6,859.5,0,627.2
Anuradhapura,0.729,OPV_Local,Loam,Rainfed,833.5,120.9,0,1,869.1
Anuradhapura,1.026,Hybrid_A,Loam,Rainfed,849.2,43.6,0,2,1144.2
Anuradhapura,1.329,Hybrid_A,Loam,Tank,894.7,131.5,2094.9,3,1364.8
Anuradhapura,1.448,OPV_Local,Sandy,Tank,772.3,215.2,787.3,2,835.1
Anuradhapura,0.303,OPV_Local,Clay,Tank,497.6,145.2,801.4,3,671.7
Anuradhapura,3.598,OPV_Local,Loam,Rainfed,470.1,112.8,642.5,2,685.3
Anuradhapura,0.663,Hybrid_B,Loam,Canal,797.9,120.5,2212.1,3,1402.8
Anuradhapura,1.675,OPV_Local,Loam,Tank,348.9,87.8,746.3,0,1007.6
Anuradhapura,0.932,OPV_Local,Clay,Tube well,357.9,47.3,1151.9,1,724
Anuradhapura,1.976,OPV_Local,Loam,Tube well,976.9,180.7,1174.2,0,1382.1
Anuradhapura,3.183,Hybrid_A,Sandy,Canal,953.2,211.9,1682.1,1,1877.9
Anuradhapura,0.485,Hybrid_B,Loam,Tank,355.3,169.3,0,3,1052.8
Anuradhapura,0.565,Hybrid_B,Loam,Tube well,811.5,145.2,1357.5,2,1477.9
Anuradhapura,1.962,Hybrid_B,Loam,Tank,907.8,118.8,1419,2,1585.3
Anuradhapura,2.265,Hybrid_B,Sandy,Rainfed,551.2,122.5,1511.4,0,1188.3
Anuradhapura,1.534,Hybrid_A,Sandy,Canal,948.1,122.8,1989.6,2,1800.1
Anuradhapura,1.983,Hybrid_B,Loam,Tube well,368.9,63.7,1217.6,1,1184.3
Anuradhapura,1.286,Hybrid_A,Loam,Tube well,919.2,160.9,2080.3,1,2119
Anuradhapura,1.118,Hybrid_B,Sandy,Tank,415.6,47.3,1390.4,3,654.2
Anuradhapura,0.777,Hybrid_B,Sandy,Rainfed,331.6,98.1,1955.7,1,850.6
Anuradhapura,8.414,Hybrid_B,Sandy,Tank,879.5,186.9,0,2,1416.4
Anuradhapura,0.935,OPV_Local,Loam,Tube well,337.8,108.7,997.2,0,789.1
Anuradhapura,0.432,Hybrid_B,Sandy,Rainfed,838.6,148.2,1646.8,0,1537.1
Anuradhapura,1.749,Hybrid_A,Clay,Tank,392.3,198.3,0,2,1185.9
Anuradhapura,0.997,OPV_Local,Clay,Tube well,378.6,198.3,1336.4,3,573.9
Anuradhapura,1.875,Hybrid_A,Loam,Canal,854.3,175.9,1991.7,2,2289.3
Anuradhapura,1.03,Hybrid_A,Sandy,Rainfed,461.1,43.6,1651.8,2,939.8
Anuradhapura,1.727,OPV_Local,Sandy,Rainfed,444.8,155.8,778.7,2,587.5
Anuradhapura,1.928,Hybrid_A,Clay,Canal,678.1,137.7,0,2,1474.9
Anuradhapura,1.468,Hybrid_A,Loam,Canal,347,42,1707,2,1227.1
Anuradhapura,0.789,OPV_Local,Loam,Rainfed,423.2,124.2,1165.5,0,818.2
Anuradhapura,1.78,Hybrid_A,Sandy,Rainfed,869.4,200,0,2,1169.6
Anuradhapura,0.788,Hybrid_A,Loam,Tank,894,99.1,1854.7,1,2061.4
Anuradhapura,8.392,OPV_Local,Clay,Rainfed,889.3,185.6,798.2,3,723.4
Anuradhapura,1.218,Hybrid_A,Clay,Canal,334.8,47.1,1750.3,2,1086.9
Anuradhapura,1.802,Hybrid_A,Clay,Tank,449,49,1934,0,1442.5
Anuradhapura,1.913,OPV_Local,Loam,Tank,689.3,92.6,1371.5,1,1190.2
Anuradhapura,3.978,Hybrid_A,Loam,Rainfed,940.4,127.8,2060.8,1,2243.7
Anuradhapura,1.659,OPV_Local,Clay,Tank,857.1,110,921.9,2,1046.6
Anuradhapura,1.434,OPV_Local,Loam,Canal,1012.5,131.5,1424.5,1,1287.7
Anuradhapura,3.365,Hybrid_A,Sandy,Tube well,888.6,152.3,2232.8,1,2098.8
Anuradhapura,0.851,OPV_Local,Clay,Rainfed,858.8,82.6,901.6,2,607.9
Anuradhapura,1.715,OPV_Local,Sandy,Rainfed,395.6,189.4,899.2,3,400.8
Anuradhapura,1.074,Hybrid_A,Loam,Tank,351.4,90.4,1807.1,3,1184.6
Anuradhapura,0.768,Hybrid_B,Sandy,Canal,876.9,76.6,1982.9,3,1088.5
Anuradhapura,3.111,Hybrid_B,Sandy,Tube well,445.3,151.2,1650.5,2,1036.8
Anuradhapura,2.243,Hybrid_A,Clay,Rainfed,806.2,192.5,2006.8,3,1211.4
Anuradhapura,1.491,OPV_Local,Sandy,Tube well,787,102.3,1311.7,2,878.2
Anuradhapura,1.44,Hybrid_A,Loam,Tube well,929.7,105.8,1847.7,2,1919.7
Anuradhapura,4.426,Hybrid_B,Loam,Rainfed,347.8,71,1266.8,3,786.8
Anuradhapura,3.562,Hybrid_B,Loam,Tube well,911.7,74.9,1561.1,2,1560.3
Anuradhapura,3.934,OPV_Local,Loam,Rainfed,824.1,83.6,803.5,1,946
Anuradhapura,1.097,Hybrid_B,Sandy,Tank,331.9,79.5,1686.1,1,1075.8
Anuradhapura,0.519,Hybrid_B,Loam,Rainfed,368.3,210.4,1361.2,2,1062.2
Anuradhapura,0.778,Hybrid_A,Loam,Rainfed,946.7,116.1,1956.6,2,1645.8
Anuradhapura,1.902,Hybrid_A,Loam,Rainfed,852.3,139.4,1084.6,2,1603.1
Anuradhapura,1.722,OPV_Local,Clay,Tank,365.2,67.5,360.2,1,715.2
Anuradhapura,1.146,OPV_Local,Sandy,Rainfed,377.8,121.2,1063.1,2,526.3
Anuradhapura,9.372,OPV_Local,Clay,Tank,922.5,109.9,0,2,804.2
Anuradhapura,1.278,OPV_Local,Clay,Rainfed,315.6,185.4,0,3,420.6
Anuradhapura,1.493,OPV_Local,Clay,Rainfed,381,154,871,2,614.1
Anuradhapura,0.71,Hybrid_B,Sandy,Rainfed,405.9,122.4,1379.9,0,1059.6
Anuradhapura,1.555,OPV_Local,Clay,Tank,844.3,53.9,792.1,3,453.4
Anuradhapura,1.787,OPV_Local,Loam,Tank,752.6,169.8,0,0,1302.4
Anuradhapura,2.55,Hybrid_B,Clay,Tank,931.4,155.5,0,2,1379.4
Anuradhapura,1.157,OPV_Local,Clay,Tank,815.8,69,579.1,3,522.4
Anuradhapura,1.214,OPV_Local,Loam,Rainfed,942.4,148.2,1592.4,2,1115.2
Anuradhapura,3.026,Hybrid_A,Clay,Tube well,837.8,213.4,2163.7,2,1927.7
Anuradhapura,1.606,Hybrid_A,Clay,Rainfed,903.5,74.5,2012.3,3,1112.5
Anuradhapura,2.616,OPV_Local,Loam,Rainfed,869.4,142.8,1111.1,3,803.4
Anuradhapura,0.423,Hybrid_A,Clay,Tube well,359.5,141,2045,1,1550.7
Anuradhapura,1.281,Hybrid_A,Loam,Tube well,910.5,65.2,1877.4,2,1649
Anuradhapura,4.114,Hybrid_B,Loam,Rainfed,1067.4,45.5,2164.4,1,1536.1
Anuradhapura,0.372,Hybrid_A,Loam,Tank,966.4,110.3,1851.5,3,1303.6
Anuradhapura,0.428,Hybrid_A,Clay,Tank,747.9,47.2,2066.9,2,1331.1
Anuradhapura,0.728,OPV_Local,Loam,Tank,462.1,109.5,1399.1,2,841.1
Anuradhapura,0.486,Hybrid_B,Sandy,Tank,842.2,52.5,0,2,1118.4
Anuradhapura,1.565,OPV_Local,Clay,Tank,387.4,71.1,1053.5,0,770.5
Anuradhapura,3.151,Hybrid_B,Loam,Tube well,781.1,161.9,1362.7,2,1823.1
Anuradhapura,1.431,OPV_Local,Loam,Canal,893.5,75.8,845.6,2,774.1
Anuradhapura,0.299,OPV_Local,Loam,Tank,397.8,114.7,0,3,604.7
Anuradhapura,1.384,OPV_Local,Loam,Tube well,937.8,114.6,1158.5,2,1028.5
Anuradhapura,1.279,Hybrid_B,Loam,Rainfed,695.8,153.1,1745.5,1,1711.7
Anuradhapura,1.013,OPV_Local,Clay,Rainfed,343.5,113.8,1304.1,2,569.1
Anuradhapura,2.284,OPV_Local,Loam,Rainfed,961.2,77.1,992.8,0,1262.1
Anuradhapura,1.344,Hybrid_B,Loam,Canal,345.3,127.8,2113.2,1,1576.4
Anuradhapura,1.325,Hybrid_A,Sandy,Tube well,923.1,122.7,2646.9,3,1197
Anuradhapura,2.193,OPV_Local,Loam,Tank,950.1,120.5,1369.9,1,1113.2
Anuradhapura,1.013,OPV_Local,Loam,Tank,914.4,81.4,1128.2,2,1014.8
Anuradhapura,2.252,Hybrid_A,Loam,Canal,432.6,189.2,2424.6,0,2338.9
Anuradhapura,3.566,Hybrid_B,Loam,Tank,1005.3,45.6,1431.7,2,1419.2
Anuradhapura,0.99,Hybrid_B,Clay,Rainfed,898,117.3,0,2,1193.9
Anuradhapura,1.445,Hybrid_B,Loam,Tank,1082.4,156.4,2112.5,1,1772.9
Anuradhapura,1.63,OPV_Local,Loam,Tube well,452.2,199.7,756,3,683.8
Anuradhapura,6.278,OPV_Local,Loam,Tube well,365.3,153.7,0,2,834.5
Anuradhapura,4.821,Hybrid_A,Clay,Tube well,454.4,92.4,1548.4,3,1031.6
Anuradhapura,3.36,OPV_Local,Clay,Canal,357.3,132.1,0,3,531.6
Anuradhapura,1.154,OPV_Local,Sandy,Rainfed,911.5,112,1247,0,844.6
Anuradhapura,2.596,OPV_Local,Loam,Tank,305.1,74.4,1254.6,3,718.8
Anuradhapura,1.477,Hybrid_A,Clay,Tube well,337.6,153.5,1641.9,3,1031.4
Anuradhapura,0.457,Hybrid_B,Clay,Rainfed,405.9,154.4,1817.9,2,1066.9
Anuradhapura,0.965,Hybrid_B,Loam,Tube well,331.6,177,0,2,1232.6
Anuradhapura,1.498,OPV_Local,Clay,Tank,371.7,56.2,1011.2,2,576.1
Anuradhapura,2.137,Hybrid_A,Loam,Rainfed,1125.3,218,1346.5,2,1567.9
Anuradhapura,0.805,Hybrid_B,Loam,Tube well,808.9,155.1,1487.1,3,1301.9
Anuradhapura,2.791,Hybrid_A,Loam,Tube well,378.1,83.8,1215.1,2,1396
Anuradhapura,0.705,OPV_Local,Sandy,Rainfed,321,47.4,551.5,1,303.2
Anuradhapura,1.769,OPV_Local,Loam,Tank,310.4,212,1032.5,1,1021
Anuradhapura,4.031,Hybrid_B,Clay,Tank,978.2,119.1,1535,0,2014.4
Anuradhapura,1.922,OPV_Local,Loam,Tank,398,81.5,851.9,2,983.6
Anuradhapura,0.816,OPV_Local,Clay,Rainfed,365.2,104.8,0,0,515
Anuradhapura,1.614,Hybrid_B,Loam,Rainfed,443.5,165.4,1607,3,897.6
Anuradhapura,1.107,Hybrid_B,Clay,Rainfed,427.9,73.3,1218.2,3,622.4
Anuradhapura,1.451,OPV_Local,Sandy,Tank,940.3,57.1,577.4,2,630.1
Anuradhapura,0.767,Hybrid_B,Clay,Tank,858.5,85.1,0,3,1013.5
Anuradhapura,1.408,Hybrid_A,Loam,Rainfed,338.3,44.1,1804.3,2,939.5
Anuradhapura,2.562,Hybrid_A,Clay,Rainfed,741.3,108.6,2024.7,3,1114.1
Anuradhapura,8.009,OPV_Local,Loam,Tank,911.1,138.4,1123.2,3,648.4
Anuradhapura,9.295,Hybrid_B,Sandy,Tank,854.9,45.6,1746.7,0,1269
Anuradhapura,1.48,Hybrid_B,Sandy,Canal,838.4,91.5,1917.8,1,1438.1
Anuradhapura,4.211,OPV_Local,Loam,Tank,387.2,139.9,1011.9,3,630.5
Anuradhapura,0.803,Hybrid_B,Loam,Tank,332.1,140,0,2,1125
Anuradhapura,0.852,Hybrid_B,Loam,Tube well,811.7,91.5,1724.3,1,1921.3
Anuradhapura,1.536,OPV_Local,Sandy,Rainfed,973.5,157.2,1178,3,510.8
Anuradhapura,6.518,OPV_Local,Sandy,Rainfed,819.2,97.1,1054.9,2,782.8
Anuradhapura,0.642,Hybrid_A,Clay,Tube well,812.4,61.5,1748.9,2,1547.9
Anuradhapura,1.05,Hybrid_B,Loam,Tank,923.3,139.4,1708.8,3,1237.3
Anuradhapura,0.761,OPV_Local,Clay,Rainfed,769.4,151,513.1,3,616.5
Anuradhapura,3.024,Hybrid_B,Loam,Canal,945.9,143.8,1849,1,2167.4
Anuradhapura,1.053,OPV_Local,Loam,Canal,784.9,80.1,1078.6,2,934.1
Anuradhapura,1.579,Hybrid_A,Clay,Tube well,879.4,158.7,1492,1,1881.4
Anuradhapura,1.55,OPV_Local,Sandy,Tank,915.2,137.7,1242.8,2,819.5
Anuradhapura,4.345,OPV_Local,Loam,Rainfed,834.8,135.6,1082.6,2,1085.7
Anuradhapura,1.575,OPV_Local,Sandy,Rainfed,392.5,44.6,1527.2,2,473.8
Anuradhapura,0.334,OPV_Local,Sandy,Tube well,833.3,58.6,1178.7,2,713.3
Anuradhapura,0.863,OPV_Local,Clay,Tube well,771.5,197.7,1103.1,2,757
Anuradhapura,4.485,OPV_Local,Loam,Rainfed,744.1,181.7,0,0,1466.5
Anuradhapura,1.02,Hybrid_B,Loam,Tank,777.4,108.5,1408.9,2,1339.2
Anuradhapura,1.556,OPV_Local,Loam,Rainfed,444.4,167.1,1340.2,1,831.7
Anuradhapura,1.635,OPV_Local,Loam,Rainfed,920.3,159.4,0,1,1074
Anuradhapura,3.253,OPV_Local,Clay,Rainfed,369.9,98.6,410,1,548.9
Anuradhapura,2.976,OPV_Local,Sandy,Canal,769.8,121.5,842.4,2,804.6
Anuradhapura,1.643,OPV_Local,Clay,Tube well,439.8,150.6,857,2,746.7
Anuradhapura,1.888,OPV_Local,Sandy,Rainfed,848.6,63.8,1523.7,3,557.3
Anuradhapura,1.015,OPV_Local,Loam,Canal,473.8,93.1,1166.7,3,675.2
Anuradhapura,1.325,Hybrid_A,Loam,Rainfed,914.4,55.3,2002.7,2,1380.3
Anuradhapura,1.113,Hybrid_B,Loam,Tank,413.6,50.1,1488.7,3,887.9
Anuradhapura,0.681,Hybrid_B,Loam,Tank,907.4,176.1,1656.1,3,1225.1
Anuradhapura,1.845,OPV_Local,Loam,Tube well,890.8,206.9,1335.4,2,1114.2
Anuradhapura,1.356,OPV_Local,Loam,Tube well,804.7,148.8,908.7,2,1005.9
Anuradhapura,1.925,Hybrid_B,Loam,Rainfed,754.4,109.6,1486.3,2,1374.8
Anuradhapura,1.381,Hybrid_B,Loam,Tube well,1020.1,132,0,0,1677
Anuradhapura,1.706,OPV_Local,Loam,Tube well,385.8,135.4,628.3,0,927.5
Anuradhapura,0.638,OPV_Local,Clay,Tank,885.7,63.1,0,3,464.4
Anuradhapura,0.741,Hybrid_B,Loam,Tank,1069.1,106.4,1545.1,2,1555.8
Anuradhapura,1.239,Hybrid_B,Clay,Tank,1027.5,136.2,0,2,1413.3
Anuradhapura,0.693,Hybrid_B,Sandy,Rainfed,881.8,159.4,1408.2,2,1081.7
Anuradhapura,1.578,OPV_Local,Clay,Rainfed,201.6,74,1402.4,2,429.9
Anuradhapura,0.38,Hybrid_B,Loam,Rainfed,972.1,76.9,1792.1,3,1057.8
Anuradhapura,0.846,OPV_Local,Loam,Tank,309.6,107.5,0,1,731.8
Anuradhapura,0.308,OPV_Local,Sandy,Tank,472.3,130.5,1063.4,0,924.6
Anuradhapura,0.418,Hybrid_B,Loam,Tank,1015,129.1,1643,1,1942.4
Anuradhapura,0.824,Hybrid_B,Sandy,Tube well,372.6,155.6,1922.3,3,953.7
Anuradhapura,1.645,Hybrid_A,Sandy,Tank,935.4,140.7,0,2,1571
Anuradhapura,1.276,OPV_Local,Sandy,Rainfed,385.4,114,832.7,2,577.5
Anuradhapura,1.968,OPV_Local,Clay,Tank,930.4,113.9,1624.5,2,956.9
Anuradhapura,0.653,OPV_Local,Sandy,Tank,717.7,51,1149.9,0,923.1
Anuradhapura,0.759,OPV_Local,Loam,Canal,979.5,95.2,1832.8,0,1133.4
Anuradhapura,1.725,Hybrid_A,Loam,Rainfed,977.8,128.8,1584.8,1,2135.8
Anuradhapura,9.988,Hybrid_B,Sandy,Rainfed,364.9,199.7,1809.2,3,698.3
Anuradhapura,1.328,Hybrid_A,Clay,Canal,807.2,158.4,2101.2,1,1922.4
Anuradhapura,1.411,Hybrid_B,Loam,Canal,473.9,172.6,0,0,1499.4
Anuradhapura,3.484,OPV_Local,Loam,Tank,861.9,116.2,450.5,2,1092.8
Anuradhapura,3.122,Hybrid_A,Loam,Tube well,857.6,152.2,1983.5,2,1955
Anuradhapura,0.919,OPV_Local,Loam,Tank,898.6,118.6,1043.9,3,881.3
Anuradhapura,0.601,OPV_Local,Loam,Tank,399.3,165.9,878.3,0,1170.1
Anuradhapura,0.774,Hybrid_B,Sandy,Tube well,296.6,141.8,1663.1,3,696.1
Anuradhapura,3.423,OPV_Local,Loam,Tank,424.1,59.9,1113.2,1,735.3
Anuradhapura,0.906,OPV_Local,Loam,Rainfed,314.2,104.7,1497.5,2,751
Anuradhapura,0.291,OPV_Local,Loam,Tank,386.7,144.5,1153,2,845.5
Anuradhapura,0.58,OPV_Local,Sandy,Tank,364.2,172.3,0,2,571.6
Anuradhapura,6.419,OPV_Local,Loam,Rainfed,1004.8,103.1,1091.7,0,1140.1
Anuradhapura,1.921,Hybrid_A,Loam,Rainfed,350.3,66.8,1993.2,2,1090.8
Anuradhapura,0.5,Hybrid_B,Sandy,Tank,454.1,137.9,0,1,1159.9
Anuradhapura,3.369,OPV_Local,Clay,Tube well,966.7,141.6,939.8,1,916.6
Anuradhapura,0.939,Hybrid_A,Loam,Tube well,308.7,153.8,1939.2,1,1834.2
Anuradhapura,1.992,Hybrid_B,Clay,Tank,463.4,64.7,0,3,924.7
Anuradhapura,4.567,Hybrid_B,Loam,Rainfed,835.9,142.5,1627.5,2,1595.8
Anuradhapura,4.525,OPV_Local,Loam,Canal,973.2,87.5,1157.3,1,1312.5
Anuradhapura,1.431,Hybrid_B,Loam,Tank,881.5,57.9,1150.4,1,1338.7
Anuradhapura,4.786,OPV_Local,Sandy,Canal,340.2,40.2,1163.4,3,450.7
Anuradhapura,0.542,Hybrid_B,Clay,Rainfed,839,207.8,1415.1,3,1043.5
Anuradhapura,0.803,OPV_Local,Loam,Rainfed,912.3,57.8,943,1,840.3
Anuradhapura,1.983,OPV_Local,Sandy,Tank,885,158.8,1249.2,1,1274.2
Anuradhapura,1.74,OPV_Local,Clay,Tank,470.9,134.5,920.3,3,612.7
Anuradhapura,1.541,OPV_Local,Loam,Tank,640.9,70.8,532.3,3,628.3
Anuradhapura,0.737,Hybrid_B,Loam,Rainfed,1068.3,156.2,1760.4,2,1450.2
Anuradhapura,0.685,OPV_Local,Sandy,Rainfed,916.2,67,779.3,3,446.2
Anuradhapura,0.411,Hybrid_B,Loam,Tank,893.4,71.7,1516.6,1,1553.1
Anuradhapura,1.362,Hybrid_A,Loam,Canal,858.1,52.4,1678.7,1,1824.8
Anuradhapura,0.917,OPV_Local,Loam,Rainfed,723.4,147.4,983.7,3,662.1
Anuradhapura,1.071,OPV_Local,Loam,Canal,773.6,132.4,1074.7,0,1379.2
Anuradhapura,0.965,OPV_Local,Sandy,Tank,528.2,124.3,0,2,668.4
Anuradhapura,1.455,OPV_Local,Loam,Tank,828,203.3,600.2,2,793.3
Anuradhapura,1.442,Hybrid_A,Clay,Tank,335.5,135.2,1308.3,1,1333.1
Anuradhapura,0.99,OPV_Local,Sandy,Tube well,858.1,153.1,995.4,2,956.9
Anuradhapura,3.033,Hybrid_B,Loam,Tank,362.3,96.2,0,2,1112.3
Anuradhapura,2.512,Hybrid_B,Loam,Tube well,402.8,126.7,1601.1,2,1309
Anuradhapura,3.226,Hybrid_A,Clay,Tank,388.2,78,1996.2,1,1303.9
Anuradhapura,1.566,Hybrid_A,Loam,Tank,804.6,137.1,0,1,2078.4
Anuradhapura,0.84,Hybrid_A,Loam,Rainfed,292,205.7,1466.1,3,922.9
Anuradhapura,1.472,OPV_Local,Sandy,Tank,869.4,113.1,1125.1,1,864.7
Anuradhapura,0.579,Hybrid_B,Sandy,Canal,761.6,136.1,2129.6,2,1491.1
Anuradhapura,0.999,Hybrid_A,Clay,Rainfed,878.9,118,2701.1,2,1558.7
Anuradhapura,0.474,OPV_Local,Loam,Rainfed,717.2,130,857.8,3,702.3
Anuradhapura,0.407,Hybrid_A,Loam,Rainfed,343.1,50.6,1862.2,3,724.9
Anuradhapura,1.519,OPV_Local,Loam,Rainfed,786.1,167.4,0,1,907
Anuradhapura,1.748,OPV_Local,Sandy,Tank,311.7,116.7,1333,2,690.1
Anuradhapura,0.253,Hybrid_A,Loam,Canal,379,149.7,0,3,1069.8
Anuradhapura,0.942,OPV_Local,Loam,Tank,354.2,126.4,837.4,2,852.4
Anuradhapura,0.791,Hybrid_B,Loam,Tank,809.8,146.1,2326.9,2,1952.9
Anuradhapura,1.532,OPV_Local,Loam,Canal,771.1,180,969.8,3,865.4
Anuradhapura,1.436,Hybrid_B,Loam,Tube well,351.8,219.5,1614.5,2,1161.2
